distance_category,length,seed,algorithm,direct_distance,execution_time,operations,success,path_length
200-300,300,530005,Theta*,297.0034,2.192073,45551,True,302.9107
200-300,300,530006,A*,297.0135,2.44847,209298,True,317.872
200-300,300,530006,Dijkstra,297.0135,7.528853,685652,True,317.872
200-300,300,530006,Breadth-First,297.0135,3.948657,561329,True,332.5909
200-300,300,530006,Theta*,297.0135,2.250331,54854,True,305.5512
200-300,300,530007,A*,297.0034,1.560435,133918,True,312.3157
200-300,300,530007,Dijkstra,297.0034,7.984985,683584,True,312.3157
200-300,300,530007,Breadth-First,297.0034,3.883005,558490,True,320.7927
200-300,300,530007,Theta*,297.0034,10.600264,174336,True,302.8559
200-300,300,530008,A*,297.0034,0.929932,78136,True,311.1448
200-300,300,530008,Dijkstra,297.0034,7.569246,685599,True,311.1448
200-300,300,530008,Breadth-First,297.0034,3.748745,560669,True,345.9606
200-300,300,530008,Theta*,297.0034,3.008275,65920,True,303.6555
200-300,300,530009,A*,217.1175,0.111589,9806,True,226.7696
200-300,300,530009,Dijkstra,217.1175,6.063811,534713,True,226.7696
200-300,300,530009,Breadth-First,217.1175,3.108104,458627,True,226.7696
200-300,300,530009,Theta*,217.1175,0.514371,6626,True,219.84
200-300,300,530010,A*,297.0034,1.219311,104459,True,312.6048
200-300,300,530010,Dijkstra,297.0034,7.355126,674122,True,312.6048
200-300,300,530010,Breadth-First,297.0034,3.725056,557724,True,313.7223
200-300,300,530010,Theta*,297.0034,4.246847,90780,True,301.7425
200-300,300,530011,A*,297.0034,0.552144,47124,True,307.1913
200-300,300,530011,Dijkstra,297.0034,7.335848,667976,True,307.1913
200-300,300,530011,Breadth-First,297.0034,3.751305,558094,True,313.626
200-300,300,530011,Theta*,297.0034,1.24161,18458,True,298.7655
200-300,300,530012,A*,298.0134,0.862695,74301,True,310.5303
200-300,300,530012,Dijkstra,298.0134,7.431537,676561,True,310.5303
200-300,300,530012,Breadth-First,298.0134,3.763691,558238,True,317.7469
200-300,300,530012,Theta*,298.0134,3.675676,70291,True,304.1842
200-300,300,530013,A*,297.0034,2.182126,186249,True,315.6683
200-300,300,530013,Dijkstra,297.0034,7.404998,676104,True,315.6683
200-300,300,530013,Breadth-First,297.0034,3.758807,559340,True,325.185
200-300,300,530013,Theta*,297.0034,5.795464,127035,True,304.4038
200-300,300,530014,A*,250.1779,1.451943,125832,True,264.5624
200-300,300,530014,Dijkstra,250.1779,6.864453,624484,True,264.5624
200-300,300,530014,Breadth-First,250.1779,3.548206,528992,True,267.7722
200-300,300,530014,Theta*,250.1779,5.960992,90035,True,256.6136
200-300,300,530015,A*,297.0034,1.454658,123782,True,314.8973
200-300,300,530015,Dijkstra,297.0034,7.545237,682307,True,314.8973
200-300,300,530015,Breadth-First,297.0034,3.749417,558125,True,326.3025
200-300,300,530015,Theta*,297.0034,2.520344,61962,True,302.8837
200-300,300,530016,A*,297.0034,2.199334,187122,True,314.7435
200-300,300,530016,Dijkstra,297.0034,7.47327,678122,True,314.7435
200-300,300,530016,Breadth-First,297.0034,3.750991,559052,True,328.8842
200-300,300,530016,Theta*,297.0034,3.985237,90924,True,301.8021
200-300,300,530017,A*,297.0034,0.367941,31206,True,306.2665
200-300,300,530017,Dijkstra,297.0034,7.16524,655715,True,306.2665
200-300,300,530017,Breadth-First,297.0034,3.736104,557341,True,306.652
200-300,300,530017,Theta*,297.0034,0.799797,17100,True,299.0264
200-300,300,530018,A*,298.0,1.768113,153487,True,316.2828
200-300,300,530018,Dijkstra,298.0,7.497143,682987,True,316.2828
200-300,300,530018,Breadth-First,298.0,3.747495,559519,True,318.6717
200-300,300,530018,Theta*,298.0,2.128951,46680,True,302.3302
200-300,300,530019,A*,297.0034,0.422664,36001,True,306.1701
200-300,300,530019,Dijkstra,297.0034,7.345929,671402,True,306.1701
200-300,300,530019,Breadth-First,297.0034,3.762811,557418,True,308.3089
200-300,300,530019,Theta*,297.0034,1.259933,19993,True,298.8236
200-300,300,530020,A*,297.0034,0.873793,74801,True,309.773
200-300,300,530020,Dijkstra,297.0034,7.274793,658653,True,309.773
200-300,300,530020,Breadth-First,297.0034,3.737226,557573,True,317.1324
200-300,300,530020,Theta*,297.0034,1.832608,32868,True,299.9329
200-300,300,530021,A*,297.0034,2.326567,199987,True,315.9185
200-300,300,530021,Dijkstra,297.0034,7.594284,693865,True,315.9185
200-300,300,530021,Breadth-First,297.0034,3.744297,558515,True,331.1378
200-300,300,530021,Theta*,297.0034,6.898422,159384,True,305.2703
200-300,300,530022,A*,297.0034,0.847908,71989,True,308.6554
200-300,300,530022,Dijkstra,297.0034,7.313105,665160,True,308.6554
200-300,300,530022,Breadth-First,297.0034,3.751872,558312,True,313.7223
200-300,300,530022,Theta*,297.0034,1.837285,38694,True,299.4336
200-300,300,530023,A*,297.0034,2.271636,188702,True,314.8009
200-300,300,530023,Dijkstra,297.0034,7.619532,675916,True,314.8009
200-300,300,530023,Breadth-First,297.0034,3.810522,558297,True,326.7455
200-300,300,530023,Theta*,297.0034,5.12548,119815,True,301.356
200-300,300,530024,A*,297.0034,2.376041,202371,True,317.1898
200-300,300,530024,Dijkstra,297.0034,7.459486,682375,True,317.1898
200-300,300,530024,Breadth-First,297.0034,3.752698,558526,True,338.7474
200-300,300,530024,Theta*,297.0034,6.871316,158704,True,303.4561
200-300,300,530025,A*,297.0034,1.331652,112937,True,312.7975
200-300,300,530025,Dijkstra,297.0034,7.361732,673523,True,312.7975
200-300,300,530025,Breadth-First,297.0034,3.736055,558505,True,328.6914
200-300,300,530025,Theta*,297.0034,2.44128,54293,True,302.8234
200-300,300,530026,A*,298.0134,0.412469,35477,True,307.5631
200-300,300,530026,Dijkstra,298.0134,7.199318,660931,True,307.5631
200-300,300,530026,Breadth-First,298.0134,3.777357,562436,True,330.8165
200-300,300,530026,Theta*,298.0134,1.673265,31396,True,301.9342
200-300,300,530027,A*,296.0135,1.053577,90011,True,309.1195
200-300,300,530027,Dijkstra,296.0135,7.372006,674484,True,309.1195
200-300,300,530027,Breadth-First,296.0135,3.716565,556487,True,323.0674
200-300,300,530027,Theta*,296.0135,2.947105,53517,True,299.5456
200-300,300,530028,A*,279.4137,0.500615,42893,True,295.3006
200-300,300,530028,Dijkstra,279.4137,6.89009,629601,True,295.3006
200-300,300,530028,Breadth-First,279.4137,3.477098,524153,True,296.7647
200-300,300,530028,Theta*,279.4137,1.518896,30463,True,288.66
200-300,300,530029,A*,297.0,0.763278,64701,True,311.0443
200-300,300,530029,Dijkstra,297.0,7.33645,670444,True,311.0443
200-300,300,530029,Breadth-First,297.0,3.741718,558787,True,328.2096
200-300,300,530029,Theta*,297.0,3.282821,68019,True,301.3169
200-300,300,530030,A*,297.0034,0.521223,45094,True,306.9985
200-300,300,530030,Dijkstra,297.0034,7.191864,659079,True,306.9985
200-300,300,530030,Breadth-First,297.0034,3.74335,557437,True,310.505
200-300,300,530030,Theta*,297.0034,1.190436,21380,True,298.5011
200-300,300,530031,A*,296.0084,1.288953,111101,True,313.0012
200-300,300,530031,Dijkstra,296.0084,7.485722,686604,True,313.0012
200-300,300,530031,Breadth-First,296.0084,3.726199,557623,True,332.5943
200-300,300,530031,Theta*,296.0084,1.207181,22583,True,299.0183
200-300,300,530032,A*,297.0034,1.172283,100201,True,310.4086
200-300,300,530032,Dijkstra,297.0034,7.432437,678044,True,310.4086
200-300,300,530032,Breadth-First,297.0034,3.726827,558070,True,322.2568
200-300,300,530032,Theta*,297.0034,4.97437,110147,True,302.9038
200-300,300,530033,A*,297.0034,0.266474,21735,True,303.0492
200-300,300,530033,Dijkstra,297.0034,7.237382,662184,True,303.0492
200-300,300,530033,Breadth-First,297.0034,3.749411,558326,True,305.5344
200-300,300,530033,Theta*,297.0034,1.089736,15350,True,298.4901
200-300,300,530034,A*,244.1536,1.720938,145330,True,264.8966
200-300,300,530034,Dijkstra,244.1536,6.263823,567179,True,264.8966
200-300,300,530034,Breadth-First,244.1536,3.053717,451212,True,271.131
200-300,300,530034,Theta*,244.1536,1.509351,22238,True,253.8613
200-300,300,530035,A*,297.0034,3.360952,287237,True,319.9642
200-300,300,530035,Dijkstra,297.0034,7.548246,692499,True,319.9642
200-300,300,530035,Breadth-First,297.0034,3.728355,558558,True,336.3585
200-300,300,530035,Theta*,297.0034,4.992643,105369,True,304.2948
200-300,300,530036,A*,297.0034,1.208663,104507,True,312.6622
200-300,300,530036,Dijkstra,297.0034,7.538878,684553,True,312.6622
200-300,300,530036,Breadth-First,297.0034,3.721577,557431,True,314.9937
200-300,300,530036,Theta*,297.0034,3.606915,87186,True,303.1183
200-300,300,530037,A*,247.1963,1.632695,143965,True,271.3176
200-300,300,530037,Dijkstra,247.1963,6.899034,627834,True,271.3176
200-300,300,530037,Breadth-First,247.1963,3.463383,511323,True,275.6914
200-300,300,530037,Theta*,247.1963,0.881254,13285,True,258.6132
200-300,300,530038,A*,293.058,1.207861,104261,True,308.7012
200-300,300,530038,Dijkstra,293.058,7.260725,664454,True,308.7012
200-300,300,530038,Breadth-First,293.058,3.690532,550424,True,326.5021
200-300,300,530038,Theta*,293.058,3.333269,68601,True,296.6235
200-300,300,530039,A*,236.0106,1.164464,101488,True,250.9944
200-300,300,530039,Dijkstra,236.0106,7.350613,655223,True,250.9944
200-300,300,530039,Breadth-First,236.0106,3.816035,558656,True,271.7734
200-300,300,530039,Theta*,236.0106,3.824986,81896,True,243.3352
200-300,300,530040,A*,297.0034,0.439595,38250,True,309.1947
200-300,300,530040,Dijkstra,297.0034,7.409728,665798,True,309.1947
200-300,300,530040,Breadth-First,297.0034,3.751539,558728,True,315.0901
200-300,300,530040,Theta*,297.0034,1.155201,23713,True,299.0066
200-300,300,530041,A*,215.9074,0.80895,73070,True,230.8761
200-300,300,530041,Dijkstra,215.9074,7.210487,643474,True,230.8761
200-300,300,530041,Breadth-First,215.9074,3.55509,520261,True,236.4824
200-300,300,530041,Theta*,215.9074,0.60454,12647,True,220.686
200-300,300,530042,A*,298.0017,3.623159,301937,True,318.6547
200-300,300,530042,Dijkstra,298.0017,7.561096,683961,True,318.6547
200-300,300,530042,Breadth-First,298.0017,3.761138,561704,True,342.8513
200-300,300,530042,Theta*,298.0017,11.669316,240160,True,307.9525
200-300,300,530043,A*,297.0034,1.674064,142773,True,313.1441
200-300,300,530043,Dijkstra,297.0034,7.451508,683658,True,313.1441
200-300,300,530043,Breadth-First,297.0034,3.7509,558293,True,321.4283
200-300,300,530043,Theta*,297.0034,5.853852,127282,True,304.0869
200-300,300,530044,A*,297.0034,0.460761,39647,True,310.1195
200-300,300,530044,Dijkstra,297.0034,7.389478,674878,True,310.1195
200-300,300,530044,Breadth-First,297.0034,3.741814,558100,True,322.1604
200-300,300,530044,Theta*,297.0034,1.074909,19839,True,299.8939
200-300,300,530045,A*,298.0084,0.699895,60659,True,310.7053
200-300,300,530045,Dijkstra,298.0084,7.766789,665800,True,310.7053
200-300,300,530045,Breadth-First,298.0084,4.055948,558940,True,337.8117
200-300,300,530045,Theta*,298.0084,3.177305,58692,True,302.5599
200-300,300,530046,A*,296.0135,0.860018,68123,True,310.1407
200-300,300,530046,Dijkstra,296.0135,7.765648,657411,True,310.1407
200-300,300,530046,Breadth-First,296.0135,4.007154,556517,True,335.0119
200-300,300,530046,Theta*,296.0135,2.766479,57569,True,299.086
200-300,300,530047,A*,297.0034,0.484547,39961,True,309.0019
200-300,300,530047,Dijkstra,297.0034,7.802753,666892,True,309.0019
200-300,300,530047,Breadth-First,297.0034,4.032115,558263,True,331.5233
200-300,300,530047,Theta*,297.0034,1.27229,24014,True,300.2716
200-300,300,530048,A*,297.0034,0.625208,54278,True,309.0983
200-300,300,530048,Dijkstra,297.0034,7.706164,674130,True,309.0983
200-300,300,530048,Breadth-First,297.0034,3.788676,558167,True,341.6756
200-300,300,530048,Theta*,297.0034,1.876198,36142,True,301.8841
200-300,300,530049,A*,244.8734,0.656344,52392,True,266.0674
200-300,300,530049,Dijkstra,244.8734,6.716085,613546,True,266.0674
200-300,300,530049,Breadth-First,244.8734,3.295503,494776,True,273.3305
200-300,300,530049,Theta*,244.8734,0.199578,759,True,251.9474
200-300,300,530050,A*,297.0067,0.756268,65452,True,309.4838
200-300,300,530050,Dijkstra,297.0067,7.407262,670580,True,309.4838
200-300,300,530050,Breadth-First,297.0067,3.735588,557605,True,331.4843
200-300,300,530050,Theta*,297.0067,3.209711,59964,True,299.819
200-300,300,530051,A*,297.0034,1.229048,104715,True,311.7764
200-300,300,530051,Dijkstra,297.0034,7.485886,678908,True,311.7764
200-300,300,530051,Breadth-First,297.0034,3.775863,558837,True,330.6948
200-300,300,530051,Theta*,297.0034,2.448566,55339,True,301.8218
200-300,300,530052,A*,297.0,1.393565,119534,True,313.4797
200-300,300,530052,Dijkstra,297.0,7.39149,674113,True,313.4797
200-300,300,530052,Breadth-First,297.0,3.770488,558554,True,336.3585
200-300,300,530052,Theta*,297.0,2.275796,45797,True,302.3656
200-300,300,530053,A*,297.0168,1.99449,170522,True,316.0723
200-300,300,530053,Dijkstra,297.0168,7.380625,662532,True,316.0723
200-300,300,530053,Breadth-First,297.0168,3.829816,558980,True,330.6948
200-300,300,530053,Theta*,297.0168,6.010559,117644,True,305.3689
200-300,300,530054,A*,297.0034,1.282519,109549,True,313.0477
200-300,300,530054,Dijkstra,297.0034,7.847729,682492,True,313.0477
200-300,300,530054,Breadth-First,297.0034,3.997637,557603,True,333.5267
200-300,300,530054,Theta*,297.0034,1.606261,28316,True,299.6127
200-300,300,530055,A*,297.0034,1.141463,90144,True,312.2193
200-300,300,530055,Dijkstra,297.0034,8.007736,683416,True,312.2193
200-300,300,530055,Breadth-First,297.0034,4.033264,558578,True,338.0153
200-300,300,530055,Theta*,297.0034,1.538656,29703,True,301.7267
200-300,300,530056,A*,298.0034,1.996471,170801,True,317.304
200-300,300,530056,Dijkstra,298.0034,7.860927,695344,True,317.304
200-300,300,530056,Breadth-First,298.0034,3.774085,560104,True,330.2307
200-300,300,530056,Theta*,298.0034,5.642867,132200,True,307.2199
200-300,300,530057,A*,297.0034,3.47401,295730,True,318.1146
200-300,300,530057,Dijkstra,297.0034,7.443042,685321,True,318.1146
200-300,300,530057,Breadth-First,297.0034,3.716804,557114,True,332.0626
200-300,300,530057,Theta*,297.0034,4.36876,101614,True,303.9208
200-300,300,530058,A*,297.0034,1.465766,125123,True,314.6082
200-300,300,530058,Dijkstra,297.0034,7.374533,681519,True,314.6082
200-300,300,530058,Breadth-First,297.0034,3.714886,558485,True,350.8457
200-300,300,530058,Theta*,297.0034,2.97171,67675,True,304.2281
200-300,300,530059,A*,297.0034,2.464986,209973,True,317.3826
200-300,300,530059,Dijkstra,297.0034,7.519935,693379,True,317.3826
200-300,300,530059,Breadth-First,297.0034,3.742656,558339,True,329.5773
200-300,300,530059,Theta*,297.0034,4.443256,98945,True,302.2012
200-300,300,530060,A*,297.0034,1.533065,131185,True,312.8549
200-300,300,530060,Dijkstra,297.0034,7.601068,698346,True,312.8549
200-300,300,530060,Breadth-First,297.0034,3.745465,558082,True,346.1643
200-300,300,530060,Theta*,297.0034,5.204015,117143,True,302.3031
200-300,300,530061,A*,297.0034,0.492765,42317,True,307.0949
200-300,300,530061,Dijkstra,297.0034,7.429053,666263,True,307.0949
200-300,300,530061,Breadth-First,297.0034,3.742116,557306,True,311.3334
200-300,300,530061,Theta*,297.0034,0.854058,12415,True,298.7359
200-300,300,530062,A*,201.1194,0.680308,59993,True,219.2862
200-300,300,530062,Dijkstra,201.1194,6.167713,558327,True,219.2862
200-300,300,530062,Breadth-First,201.1194,3.089292,453962,True,228.2636
200-300,300,530062,Theta*,201.1194,0.904362,23109,True,213.1028
200-300,300,530063,A*,232.5081,0.195332,15308,True,247.9547
200-300,300,530063,Dijkstra,232.5081,6.262839,575122,True,247.9547
200-300,300,530063,Breadth-First,232.5081,3.212675,483211,True,261.3634
200-300,300,530063,Theta*,232.5081,0.900779,21121,True,239.3492
200-300,300,530064,A*,297.0034,0.281209,23917,True,305.5344
200-300,300,530064,Dijkstra,297.0034,7.346572,670772,True,305.5344
200-300,300,530064,Breadth-First,297.0034,3.728012,557401,True,316.0149
200-300,300,530064,Theta*,297.0034,0.583933,11052,True,299.15
200-300,300,530065,A*,298.0537,3.579163,307596,True,319.6505
200-300,300,530065,Dijkstra,298.0537,7.46968,686896,True,319.6505
200-300,300,530065,Breadth-First,298.0537,3.773133,562268,True,340.919
200-300,300,530065,Theta*,298.0537,5.898385,123021,True,306.1022
200-300,300,530066,A*,295.0153,0.755971,65595,True,308.5802
200-300,300,530066,Dijkstra,295.0153,7.407137,675634,True,308.5802
200-300,300,530066,Breadth-First,295.0153,3.694942,552648,True,330.9197
200-300,300,530066,Theta*,295.0153,1.151289,25207,True,299.5252
200-300,300,530067,A*,297.0034,0.821526,72075,True,309.5802
200-300,300,530067,Dijkstra,297.0034,7.301011,673248,True,309.5802
200-300,300,530067,Breadth-First,297.0034,3.738225,558353,True,334.2587
200-300,300,530067,Theta*,297.0034,2.747565,59342,True,300.8401
200-300,300,530068,A*,298.0,0.833127,72490,True,311.2159
200-300,300,530068,Dijkstra,298.0,7.343304,672264,True,311.2159
200-300,300,530068,Breadth-First,298.0,3.746687,558428,True,322.4858
200-300,300,530068,Theta*,298.0,2.22308,46367,True,300.2613
200-300,300,530069,A*,298.0067,0.590868,50317,True,308.0915
200-300,300,530069,Dijkstra,298.0067,7.596625,679721,True,308.0915
200-300,300,530069,Breadth-First,298.0067,3.760476,562132,True,312.9192
200-300,300,530069,Theta*,298.0067,2.127503,48505,True,302.4118
200-300,300,530070,A*,297.0034,2.546813,218466,True,316.4544
200-300,300,530070,Dijkstra,297.0034,7.418907,680747,True,316.4544
200-300,300,530070,Breadth-First,297.0034,3.738692,558732,True,338.1117
200-300,300,530070,Theta*,297.0034,3.009799,79239,True,303.5508
200-300,300,530071,A*,297.0034,1.831866,157636,True,316.4188
200-300,300,530071,Dijkstra,297.0034,7.458346,684745,True,316.4188
200-300,300,530071,Breadth-First,297.0034,3.745784,559349,True,341.3865
200-300,300,530071,Theta*,297.0034,2.854539,69759,True,304.0732
200-300,300,530072,A*,298.0,1.18181,100341,True,311.7552
200-300,300,530072,Dijkstra,298.0,7.39065,676335,True,311.7552
200-300,300,530072,Breadth-First,298.0,3.732049,556724,True,315.2616
200-300,300,530072,Theta*,298.0,2.534123,44720,True,301.2614
200-300,300,530073,A*,229.5909,0.14292,11982,True,246.4756
200-300,300,530073,Dijkstra,229.5909,6.00979,556640,True,246.4756
200-300,300,530073,Breadth-First,229.5909,3.097434,467122,True,253.0565
200-300,300,530073,Theta*,229.5909,0.163804,2102,True,235.9395
200-300,300,530074,A*,295.0034,11.716211,1010931,False,0.0
200-300,300,530074,Dijkstra,295.0034,7.609892,689957,False,0.0
200-300,300,530074,Breadth-First,295.0034,3.772505,562155,False,0.0
200-300,300,530074,Theta*,295.0034,58.948448,1213417,False,0.0
200-300,300,530075,A*,297.0034,1.753379,149045,True,313.2405
200-300,300,530075,Dijkstra,297.0034,7.391195,678805,True,313.2405
200-300,300,530075,Breadth-First,297.0034,3.753196,557885,True,314.358
200-300,300,530075,Theta*,297.0034,5.517696,112415,True,302.4167
200-300,300,530076,A*,295.0017,1.633839,140268,True,311.9438
200-300,300,530076,Dijkstra,295.0017,7.307259,670673,True,311.9438
200-300,300,530076,Breadth-First,295.0017,3.749024,558742,True,326.431
200-300,300,530076,Theta*,295.0017,2.594319,56350,True,300.1441
200-300,300,530077,A*,297.0034,0.213605,18094,True,305.4381
200-300,300,530077,Dijkstra,297.0034,7.409423,676629,True,305.4381
200-300,300,530077,Breadth-First,297.0034,3.731434,557776,True,310.6014
200-300,300,530077,Theta*,297.0034,0.283328,4053,True,297.8829
200-300,300,530078,A*,296.0068,2.021705,172812,True,313.5084
200-300,300,530078,Dijkstra,296.0068,7.433175,684214,True,313.5084
200-300,300,530078,Breadth-First,296.0068,3.751085,561216,True,321.6963
200-300,300,530078,Theta*,296.0068,3.581811,89104,True,302.7399
200-300,300,530079,A*,254.4111,0.902826,71230,True,275.2465
200-300,300,530079,Dijkstra,254.4111,7.594012,659662,True,275.2465
200-300,300,530079,Breadth-First,254.4111,3.852627,541079,True,280.9491
200-300,300,530079,Theta*,254.4111,1.806985,46106,True,265.2169
200-300,300,530080,A*,297.0034,1.156998,96678,True,311.6226
200-300,300,530080,Dijkstra,297.0034,7.521179,675207,True,311.6226
200-300,300,530080,Breadth-First,297.0034,3.808213,558695,True,330.9266
200-300,300,530080,Theta*,297.0034,3.27262,79696,True,300.6085
200-300,300,530081,A*,297.0,1.11967,95874,True,312.8549
200-300,300,530081,Dijkstra,297.0,7.429332,677858,True,312.8549
200-300,300,530081,Breadth-First,297.0,3.763928,558000,True,316.5542
200-300,300,530081,Theta*,297.0,2.774873,65064,True,300.5266
200-300,300,530082,A*,215.4507,2.172591,188538,True,237.7325
200-300,300,530082,Dijkstra,215.4507,5.534693,503304,True,237.7325
200-300,300,530082,Breadth-First,215.4507,2.831273,416906,True,252.837
200-300,300,530082,Theta*,215.4507,1.779018,39800,True,225.0494
200-300,300,530083,A*,209.1052,0.50848,46487,True,223.68
200-300,300,530083,Dijkstra,209.1052,5.512212,509385,True,223.68
200-300,300,530083,Breadth-First,209.1052,2.793014,420376,True,257.964
200-300,300,530083,Theta*,209.1052,2.049726,37591,True,217.1467
200-300,300,530084,A*,207.3258,0.145414,11548,True,218.3874
200-300,300,530084,Dijkstra,207.3258,6.313741,565068,True,218.3874
200-300,300,530084,Breadth-First,207.3258,3.280552,481620,True,224.0901
200-300,300,530084,Theta*,207.3258,0.375464,6306,True,213.2009
200-300,300,530085,A*,298.0,0.347263,30003,True,308.1913
200-300,300,530085,Dijkstra,298.0,7.354763,674431,True,308.1913
200-300,300,530085,Breadth-First,298.0,3.744091,557965,True,329.8452
200-300,300,530085,Theta*,298.0,0.894061,15991,True,300.3717
200-300,300,530086,A*,297.0,2.198515,187323,True,314.358
200-300,300,530086,Dijkstra,297.0,7.406116,679306,True,314.358
200-300,300,530086,Breadth-First,297.0,3.744817,558995,True,326.7455
200-300,300,530086,Theta*,297.0,8.703666,155331,True,304.0452
200-300,300,530087,A*,296.0084,0.870458,73462,True,309.0518
200-300,300,530087,Dijkstra,296.0084,7.318218,661548,True,309.0518
200-300,300,530087,Breadth-First,296.0084,3.735539,555795,True,314.5043
200-300,300,530087,Theta*,296.0084,2.193753,51861,True,298.699
200-300,300,530088,A*,297.0034,1.030081,88630,True,312.5084
200-300,300,530088,Dijkstra,297.0034,7.396388,676571,True,312.5084
200-300,300,530088,Breadth-First,297.0034,3.715645,556134,True,328.6914
200-300,300,530088,Theta*,297.0034,2.120373,47649,True,302.6085
200-300,300,530089,A*,295.0017,1.62861,136877,True,312.4332
200-300,300,530089,Dijkstra,295.0017,7.467072,679715,True,312.4332
200-300,300,530089,Breadth-First,295.0017,3.721373,556460,True,317.4038
200-300,300,530089,Theta*,295.0017,2.481989,62738,True,301.3555
200-300,300,530090,A*,259.0251,0.504559,43572,True,269.5091
200-300,300,530090,Dijkstra,259.0251,6.788588,614346,True,269.5091
200-300,300,530090,Breadth-First,259.0251,3.526165,521662,True,271.0696
200-300,300,530090,Theta*,259.0251,0.730145,11699,True,261.3971
200-300,300,530091,A*,297.0034,1.244107,103857,True,312.1229
200-300,300,530091,Dijkstra,297.0034,7.309535,669597,True,312.1229
200-300,300,530091,Breadth-First,297.0034,3.743318,558558,True,323.971
200-300,300,530091,Theta*,297.0034,3.152499,65848,True,302.3037
200-300,300,530092,A*,297.0034,3.215433,270489,True,318.211
200-300,300,530092,Dijkstra,297.0034,7.421165,680839,True,318.211
200-300,300,530092,Breadth-First,297.0034,3.733303,557843,True,323.5281
200-300,300,530092,Theta*,297.0034,5.047412,105154,True,304.0685
200-300,300,530093,A*,297.0034,1.046187,89867,True,310.505
200-300,300,530093,Dijkstra,297.0034,7.484624,685336,True,310.505
200-300,300,530093,Breadth-First,297.0034,3.752915,558948,True,324.5493
200-300,300,530093,Theta*,297.0034,1.484965,23793,True,300.6046
200-300,300,530094,A*,297.0034,3.531274,302340,True,320.4646
200-300,300,530094,Dijkstra,297.0034,7.383728,677819,True,320.4646
200-300,300,530094,Breadth-First,297.0034,3.753946,558930,True,332.0236
200-300,300,530094,Theta*,297.0034,6.490727,140092,True,307.1239
200-300,300,530095,A*,297.0034,0.839526,71896,True,308.6554
200-300,300,530095,Dijkstra,297.0034,7.272316,666742,True,308.6554
200-300,300,530095,Breadth-First,297.0034,3.727856,557641,True,328.9416
200-300,300,530095,Theta*,297.0034,3.462882,73862,True,300.0986
200-300,300,530096,A*,297.0034,1.218326,104849,True,313.4906
200-300,300,530096,Dijkstra,297.0034,7.410654,680426,True,313.4906
200-300,300,530096,Breadth-First,297.0034,3.746703,558229,True,331.3305
200-300,300,530096,Theta*,297.0034,2.821142,66885,True,301.0159
200-300,300,530097,A*,297.0034,1.438297,122434,True,311.8727
200-300,300,530097,Dijkstra,297.0034,7.404304,680179,True,311.8727
200-300,300,530097,Breadth-First,297.0034,3.749202,558970,True,320.6963
200-300,300,530097,Theta*,297.0034,2.744311,55762,True,299.9483
200-300,300,530098,A*,297.0034,1.305587,111116,True,312.7012
200-300,300,530098,Dijkstra,297.0034,7.347751,673832,True,312.7012
200-300,300,530098,Breadth-First,297.0034,3.754784,558805,True,334.2013
200-300,300,530098,Theta*,297.0034,4.946061,105172,True,303.4503
200-300,300,530099,A*,297.0034,1.092854,93300,True,309.4339
200-300,300,530099,Dijkstra,297.0034,7.461907,683000,True,309.4339
200-300,300,530099,Breadth-First,297.0034,3.741059,558425,True,320.5999
200-300,300,530099,Theta*,297.0034,2.791867,54055,True,301.325
